교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
하광교(강릉2),기타,경기도,수원시 장안구,15,4.8,1,라멘교,B,DB-24,10,1,15,82280
하광교(인천0),기타,경기도,수원시 장안구,15,12.3,3,라멘교,B,DB-24,32,1,15,82280
하광교(인천1),기타,경기도,수원시 장안구,15,5,1,라멘교,B,DB-24,22,1,15,82280
하광교(인천2),기타,경기도,수원시 장안구,15,4.3,1,라멘교,B,DB-24,17,1,15,82280
조원교(강릉),3,경기도,수원시 장안구,50.6,16.8,3,PSCI거더교,B,DB-24,22,2,25.3,82280
조원교(강릉1),기타,경기도,수원시 장안구,50.4,4.6,1,PSCI거더교,A,DB-24,10,2,25.3,82280
조원교(인천0),3,경기도,수원시 장안구,50.6,16.8,3,PSCI거더교,B,DB-24,22,2,25.3,82280
조원교(인천1),3,경기도,수원시 장안구,50.6,4.6,1,PSCI거더교,B,DB-24,17,2,25.3,82280
광교교(강릉0),2,경기도,수원시 장안구,210.1,12,2,PSCI거더교,B,DB-24,32,7,30,82280
광교교(강릉1),2,경기도,수원시 장안구,210.1,4.8,1,PSCI거더교,B,DB-24,22,7,30,82280
광교교(강릉2),2,경기도,수원시 장안구,210.1,5.5,1,PSCI거더교,B,DB-24,10,7,30,82280
광교교(인천0),2,경기도,수원시 장안구,210.1,12,3,PSCI거더교,B,DB-24,32,7,30,82280
광교교(인천1),2,경기도,수원시 장안구,210.1,4.8,1,PSCI거더교,B,DB-24,22,7,30,82280
광교교(인천2),2,경기도,수원시 장안구,210.1,4.8,1,PSCI거더교,B,DB-24,17,7,30,82280
쇠죽교(강릉),기타,경기도,수원시 영통구,15,18.8,4,라멘교,A,DB-24,22,1,15,82280
쇠죽교(강릉1),기타,경기도,수원시 영통구,14.5,6.3,1,라멘교,A,DB-24,10,1,14.5,82280
쇠죽교(인천),기타,경기도,수원시 영통구,15,36,4,라멘교,B,DB-24,32,1,15,82280
의상교(0),기타,경기도,수원시 영통구,15,31.5,6,라멘교,A,DB-24,32,1,15,82280
의상교(강릉1),기타,경기도,수원시 영통구,15,4.6,1,라멘교,A,DB-24,22,1,15,82280
의상교(강릉2),기타,경기도,수원시 영통구,28.7,6.8,1,라멘교,A,DB-24,9,1,28.7,82280
의상교(인천1),기타,경기도,수원시 영통구,15,3.9,1,라멘교,A,DB-24,22,1,15,82280
의상교(인천2),기타,경기도,수원시 영통구,15,3.9,1,라멘교,A,DB-24,19,1,15,82280
의상교(인천3),기타,경기도,수원시 영통구,28.7,5.8,1,라멘교,A,DB-24,9,1,28.7,82280
동수원IC2교,2,경기도,수원시 영통구,55,19.2,3,강박스거더교,B,DB-24,9,1,55,79286
동수원IC1교(0),기타,경기도,수원시 영통구,15,31.3,4,라멘교,A,DB-24,22,1,15,79286
동수원IC1교(1),기타,경기도,수원시 영통구,16.6,17.6,4,라멘교,A,DB-24,19,1,16.6,79286
동수원IC1교(2),기타,경기도,수원시 영통구,27.4,5,1,라멘교,A,DB-24,9,1,27.4,79286
동수원IC교(강릉0),3,경기도,수원시 영통구,35,12.2,3,라멘교,B,DB-24,32,2,17.5,79286
동수원IC교(강릉1),3,경기도,수원시 영통구,35,6.5,1,라멘교,B,DB-24,22,2,17.5,79286
동수원IC교(인천0),3,경기도,수원시 영통구,35,14.3,4,라멘교,B,DB-24,32,2,17.5,79286
동수원IC교(인천1),3,경기도,수원시 영통구,35,5,1,라멘교,B,DB-24,22,2,17.5,79286
동수원IC교(강릉2),기타,경기도,수원시 영통구,35.3,5,1,프리플렉스거더교,A,DB-24,6,2,17.6,79286
능안육교(강릉0),2,경기도,수원시 영통구,50.3,12,3,프리플렉스거더교,B,DB-24,32,1,50.3,79286
능안육교(강릉1),2,경기도,수원시 영통구,50.3,7.4,1,프리플렉스거더교,B,DB-24,22,1,50.3,79286
능안육교(강릉2),2,경기도,수원시 영통구,50,6,1,프리플렉스거더교,B,DB-24,9,1,50,79286
능안육교(인천0),2,경기도,수원시 영통구,50.3,12,3,프리플렉스거더교,B,DB-24,32,1,50.3,79286
능안육교(인천1),2,경기도,수원시 영통구,50.3,7.4,1,프리플렉스거더교,B,DB-24,22,1,50.3,79286
유지관리교,기타,경기도,수원시 영통구,46,5.6,1,PSCI거더교,A,DB-24,8,1,46,79286
하리교(인천2),기타,경기도,수원시 영통구,16.6,14.4,1,라멘교,A,DB-24,8,1,16.6,79286
하리교(강릉2),기타,경기도,수원시 영통구,16.6,10.7,1,라멘교,A,DB-24,8,1,16.6,79286
하리교(강릉0),기타,경기도,용인시 수지구,15,13.5,3,라멘교,B,DB-24,32,1,15,79286
하리교(강릉1),기타,경기도,용인시 수지구,15,7.4,2,라멘교,B,DB-24,22,1,15,79286
하리교(인천0),기타,경기도,용인시 수지구,15,13.5,3,라멘교,B,DB-24,32,1,15,79286
하리교(인천1),기타,경기도,용인시 수지구,15,7.4,2,라멘교,B,DB-24,22,1,15,79286
신대교(강릉0),3,경기도,용인시 수지구,75.3,12,3,PSCI거더교,B,DB-24,32,3,25.2,79286
신대교(강릉1),3,경기도,용인시 수지구,75.3,7.4,1,PSCI거더교,B,DB-24,22,3,25.2,79286
신대교(강릉2),기타,경기도,수원시 영통구,75.1,7.2,1,PSCI거더교,A,DB-24,8,3,25.1,79286
신대교(인천0),3,경기도,용인시 수지구,75.3,12,3,PSCI거더교,B,DB-24,32,3,25.2,79286
신대교(인천1),3,경기도,용인시 수지구,75.3,7.4,1,PSCI거더교,B,DB-24,22,3,25.2,79286
신대교(인천2),기타,경기도,수원시 영통구,75.1,7.2,1,PSCI거더교,A,DB-24,8,3,25.1,79286
삼마교(강릉0),3,경기도,용인시 기흥구,25,11.3,3,PSCI거더교,B,DB-24,32,1,25,79286
삼마교(강릉1),3,경기도,용인시 기흥구,25,7.6,2,PSCI거더교,B,DB-24,22,1,25,79286
삼마교(강릉2),기타,경기도,용인시 기흥구,25,4.1,1,PSCI거더교,B,DB-24,12,1,25,79286
삼마교(인천0),3,경기도,용인시 기흥구,25,18.9,4,PSCI거더교,B,DB-24,32,1,25,79286
삼마교(인천1),3,경기도,용인시 기흥구,25,4.6,1,PSCI거더교,B,DB-24,22,1,25,79286
신갈JCT육교(강릉0),2,경기도,용인시 기흥구,227.1,16.4,3,강박스거더교,B,DB-24,32,7,45.1,79286
신갈JCT육교(강릉1),2,경기도,용인시 기흥구,227.1,3.7,1,강박스거더교,B,DB-24,22,7,45.1,79286
신갈JCT육교(강릉2),2,경기도,용인시 기흥구,227.1,5.9,1,강박스거더교,B,DB-24,11,7,45.1,79286
신갈JCT육교(인천0),2,경기도,용인시 기흥구,227.1,16.4,4,강박스거더교,B,DB-24,32,7,45.1,79286
신갈JCT육교(인천1),2,경기도,용인시 기흥구,227.1,3.7,1,강박스거더교,B,DB-24,22,7,45.1,79286
신갈JCT육교(인천2),2,경기도,용인시 기흥구,225,5.5,1,강박스거더교,B,DB-24,11,7,45,79286
기흥교(강릉0),3,경기도,용인시 기흥구,30.8,19.8,4,프리플렉스거더교,B,DB-24,32,1,30.8,79286
기흥교(강릉1),3,경기도,용인시 기흥구,30.8,5.6,1,프리플렉스거더교,B,DB-24,24,1,30.8,79286
기흥교(인천0),3,경기도,용인시 기흥구,30.8,15.9,4,프리플렉스거더교,B,DB-24,32,1,30.8,79286
기흥교(인천1),기타,경기도,용인시 기흥구,30.8,9.2,2,프리플렉스거더교,B,DB-24,12,1,30.8,79286
신갈JC5교,기타,경기도,용인시 기흥구,30.5,11.4,2,프리플렉스거더교,B,DB-24,12,1,30.5,79286
구성교(강릉),기타,경기도,용인시 기흥구,15.2,23.3,5,라멘교,B,DB-24,12,1,15.2,82666
구성교(인천),기타,경기도,용인시 기흥구,15.2,22.8,5,라멘교,A,DB-24,12,1,15.2,82666
언남교(강릉),기타,경기도,용인시,35.8,23.3,5,PSCI거더교,B,DB-24,12,1,35.8,82666
언남교(인천),기타,경기도,용인시 기흥구,35.8,22.8,5,PSCI거더교,B,DB-24,12,1,35.8,82666
동진교(강릉),2,경기도,용인시 기흥구,50.1,22.8,5,강박스거더교,B,DB-24,18,1,50.1,82666
동진교(인천),2,경기도,용인시 기흥구,50.1,23.4,5,강박스거더교,B,DB-24,18,1,50.1,82666
동백교(강릉0),3,경기도,용인시 기흥구,60.1,12.1,3,PSCI거더교,B,DB-24,32,2,30,82666
동백교(강릉1),기타,경기도,용인시 기흥구,60.1,11.1,2,PSCI거더교,A,DB-24,12,2,30,82666
동백교(인천0),3,경기도,용인시 기흥구,60.1,16.2,3,PSCI거더교,B,DB-24,32,2,30,82666
동백교(인천1),기타,경기도,용인시 기흥구,60.1,10.6,2,PSCI거더교,A,DB-24,12,2,30,82666
마성IC1교,기타,경기도,용인시 기흥구,30.1,11.3,2,PSCI거더교,A,DB-24,12,1,30.1,82666
마성IC2교,1,경기도,용인시 기흥구,210.3,11.3,2,강박스거더교,B,DB-24,11,4,65,82666
마성IC본선교(강릉),기타,경기도,용인시 처인구,16.1,16.4,2,라멘교,B,DB-18,47,2,8.1,77863
마성IC본선교(인천),기타,경기도,용인시 처인구,16.1,16.4,2,라멘교,B,DB-18,29,2,8.1,77863
마성IC3교,1,경기도,용인시 처인구,160,8.9,1,강박스거더교,C,DB-24,29,4,50,77863
마성IC4교,2,경기도,용인시,60.1,9,1,강박스거더교,B,DB-24,11,1,60.1,77863
상유교(강릉),기타,경기도,용인시 처인구,30.9,23.9,5,PSCI거더교,A,DB-24,12,1,30.9,77863
상유교(인천),기타,경기도,용인시,30.9,22.9,5,PSCI거더교,A,DB-24,12,1,30.9,77863
석정4교(목포0),기타,경기도,평택시,15,15.7,4,라멘교,B,DB-24,28,1,15,54525
석정4교(목포1),기타,경기도,평택시,15,7.9,2,라멘교,A,DB-24,4,1,15,54525
석정4교(서울0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,28,1,15,54525
석정4교(서울1),기타,경기도,평택시,15,5.6,2,라멘교,A,DB-24,4,1,15,54525
서평택IC교(목포0),3,경기도,평택시,40.1,15.7,3,강박스거더교,B,DB-24,27,1,40.1,54525
서평택IC교(목포1),기타,경기도,평택시,40.1,5.6,2,강박스거더교,A,DB-24,4,1,40.1,54525
서평택IC교(서울0),3,경기도,평택시,40.1,19.8,4,강박스거더교,B,DB-24,27,1,40.1,54525
서평택IC교(서울1),기타,경기도,평택시,40.1,5.1,2,강박스거더교,A,DB-24,4,1,40.1,54525
석정3교(목포),기타,경기도,평택시,15,12.1,2,라멘교,B,DB-24,27,1,15,54525
석정3교(서울),기타,경기도,평택시,15,12.1,2,라멘교,B,DB-24,27,1,15,54525
석정2교(목포0),기타,경기도,평택시,15,23.4,5,라멘교,B,DB-24,27,1,15,54525
석정2교(목포1),기타,경기도,평택시,15,5.1,2,라멘교,A,DB-24,4,1,15,54525
석정2교(서울),기타,경기도,평택시,15,30.9,5,라멘교,B,DB-24,27,1,15,54525
석정1교(목포0),3,경기도,평택시,30.2,19.8,4,PSCI거더교,B,DB-24,27,1,30.2,54525
석정1교(목포1),기타,경기도,평택시,30.3,5.1,2,PSCI거더교,A,DB-24,4,1,30.2,54525
석정1교(서울0),3,경기도,평택시,30.2,23.4,5,PSCI거더교,B,DB-24,27,1,30.2,54525
석정1교(서울1),기타,경기도,평택시,30.3,5.1,2,PSCI거더교,A,DB-24,4,1,30.2,54525
홍원3교(목포0),3,경기도,평택시,30.1,19.8,4,PSCI거더교,B,DB-24,27,1,30.1,54525
홍원3교(목포1),기타,경기도,평택시,30.2,9.4,2,PSCI거더교,A,DB-24,4,1,30.1,54525
홍원3교(서울0),3,경기도,평택시,30.1,19.8,4,PSCI거더교,B,DB-24,27,1,30.1,54525
홍원3교(서울1),기타,경기도,평택시,30.2,5.1,2,PSCI거더교,A,DB-24,4,1,30.1,54525
홍원2교(목포0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
홍원2교(목포1),기타,경기도,평택시,15,9.2,2,라멘교,A,DB-24,4,1,15,54525
홍원2교(서울0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
홍원2교(서울1),기타,경기도,평택시,15,9.2,2,라멘교,A,DB-24,4,1,15,54525
홍원1교(목포0),2,경기도,평택시,240.4,15.7,3,PSCI거더교,B,DB-24,27,8,30.1,54525
홍원1교(목포1),2,경기도,평택시,240.4,22,5,PSCI거더교,B,DB-24,4,8,30,54525
홍원1교(서울0),2,경기도,평택시,240.4,15.7,3,PSCI거더교,B,DB-24,27,8,30.1,54525
홍원1교(서울1),2,경기도,평택시,240.4,22,5,PSCI거더교,B,DB-24,4,8,30,54525
고잔6교(목포0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
고잔6교(목포1),기타,경기도,평택시,15,9.2,2,라멘교,A,DB-24,4,1,15,54525
고잔6교(서울0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
고잔6교(서울1),기타,경기도,평택시,15,9.4,2,라멘교,A,DB-24,4,1,15,54525
고잔5교(목포0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
고잔5교(목포1),기타,경기도,평택시,15,5.6,2,라멘교,A,DB-24,4,1,15,54525
고잔5교(서울0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,54525
고잔5교(서울1),기타,경기도,평택시,15,9.4,2,라멘교,A,DB-24,4,1,15,54525
고잔4교(서울0),기타,경기도,평택시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
고잔4교(서울1),기타,경기도,평택시,15,5.1,2,라멘교,A,DB-24,4,1,15,45997
고잔3교(목포0),3,경기도,평택시,30,15.7,3,라멘교,B,DB-24,27,2,15,45997
고잔3교(목포1),3,경기도,평택시,30,5.7,1,라멘교,B,DB-24,21,2,15,45997
고잔3교(서울0),3,경기도,평택시,30,15.7,3,라멘교,B,DB-24,27,2,15,45997
고잔3교(서울1),3,경기도,평택시,30,5.7,1,라멘교,B,DB-24,21,2,15,45997
고잔2교(목포),3,경기도,평택시,30,15.7,3,PSCI거더교,B,DB-24,27,1,30,45997
고잔2교(서울),3,경기도,평택시,30,15.7,3,PSCI거더교,B,DB-24,27,1,30,45997
서평택JCTR-A1교,1,경기도,평택시,400,11.1,2,강박스거더교,B,DB-24,10,7,62.5,45997
고잔1교(목포0),3,경기도,평택시,30,15.7,3,PSCI거더교,B,DB-24,27,1,30,45997
고잔1교(목포1),3,경기도,평택시,30,5.7,1,PSCI거더교,B,DB-24,21,1,30,45997
고잔1교(서울0),3,경기도,평택시,30,15.7,3,PSCI거더교,B,DB-24,27,1,30,45997
고잔1교(서울1),3,경기도,평택시,30,5.7,1,PSCI거더교,B,DB-24,21,1,30,45997
구문4교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문4교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문3교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문3교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문2교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문2교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문1교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
구문1교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
상신천교(목포),3,경기도,화성시,90.2,15.7,3,강박스거더교,B,DB-24,27,2,45.1,45997
상신천교(서울),3,경기도,화성시,90.2,15.7,3,강박스거더교,B,DB-24,27,2,45.1,45997
상신2교(목포),기타,경기도,화성시,16.7,15.7,3,라멘교,B,DB-24,27,1,16.7,45997
상신2교(서울),기타,경기도,화성시,16.7,15.7,3,라멘교,B,DB-24,27,1,16.7,45997
상신1교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
상신1교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,45997
발안천교(목포),2,경기도,화성시,181.1,15.7,3,PSCI거더교,B,DB-24,27,6,30.3,45997
발안천교(서울),2,경기도,화성시,181.1,15.7,3,PSCI거더교,B,DB-24,27,6,30.3,45997
매곡교(목포),3,경기도,화성시,40.2,31.4,3,강박스거더교,B,DB-24,27,1,40.2,45997
매곡교(서울),3,경기도,화성시,40.2,15.7,3,강박스거더교,B,DB-24,27,1,40.2,45997
발안IC1교,기타,경기도,화성시,7,56,9,라멘교,B,DB-24,27,1,7,48968
발안IC교(목포),3,경기도,화성시,42,19.8,3,라멘교,B,DB-24,27,3,20,48968
발안IC교(서울),3,경기도,화성시,42,15.7,3,라멘교,B,DB-24,27,3,20,48968
덕천교(목포),기타,경기도,화성시,14.6,40.7,3,라멘교,B,DB-24,27,2,7.3,48968
덕천교(서울),기타,경기도,화성시,14.6,33.4,3,라멘교,B,DB-24,27,2,7.3,48968
노하2교,기타,경기도,화성시,15,43.4,6,라멘교,B,DB-24,27,1,15,48968
덕천육교(목포),3,경기도,화성시,24,21.5,3,라멘교,B,DB-24,15,2,12,48968
덕천육교(서울),3,경기도,화성시,24,19.5,3,라멘교,B,DB-24,15,2,12,48968
노하1교,기타,경기도,화성시,15,43.4,6,라멘교,B,DB-24,27,1,15,48968
율암교(목포),3,경기도,화성시,40,15.7,3,강박스거더교,B,DB-24,27,1,40,48968
율암교(서울),3,경기도,화성시,40,15.7,3,강박스거더교,B,DB-24,27,1,40,48968
하저4교(목포),3,경기도,화성시,60.1,15.7,3,PSCI거더교,B,DB-24,27,2,30.1,48968
하저4교(서울),3,경기도,화성시,60.1,15.7,3,PSCI거더교,B,DB-24,27,2,30.1,48968
하저3교(목포),2,경기도,화성시,50.1,15.7,3,강박스거더교,B,DB-24,27,1,50.1,48968
하저3교(서울),2,경기도,화성시,50.1,15.7,3,강박스거더교,B,DB-24,27,1,50.1,48968
하저2교,3,경기도,화성시,30,37.4,6,라멘교,B,DB-24,27,2,15,48968
하저1교(목포),3,경기도,화성시,30.4,15.7,3,PSCI거더교,B,DB-24,27,1,30.4,48968
하저1교(서울),3,경기도,화성시,30.4,15.7,3,PSCI거더교,B,DB-24,27,1,30.4,48968
자안교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,48968
자안교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,48968
양노4교(목포),기타,경기도,화성시,10,15.7,3,라멘교,B,DB-24,27,1,10,48968
양노4교(서울),기타,경기도,화성시,10,15.7,3,라멘교,B,DB-24,27,1,10,48968
양노3교(서울),1,경기도,화성시,240.4,15.7,3,강박스거더교,B,DB-24,27,5,60,48968
양노3교(목포),1,경기도,화성시,240.4,15.7,3,강박스거더교,B,DB-24,27,5,60,48968
양노2교(목포),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,55506
양노2교(서울),기타,경기도,화성시,15,15.7,3,라멘교,B,DB-24,27,1,15,55506
양노1교(목포),3,경기도,화성시,90.2,15.7,3,PSCI거더교,B,DB-24,27,3,30.1,55506
양노1교(서울),3,경기도,화성시,90.2,15.7,3,PSCI거더교,B,DB-24,27,3,30.1,55506
구포2교(목포),2,경기도,화성시,60.1,20.3,4,강박스거더교,B,DB-24,27,1,60.1,55506
구포2교(서울),2,경기도,화성시,60.1,15.7,3,강박스거더교,B,DB-24,27,1,60.1,55506
비봉IC교(목포0),3,경기도,화성시,42.1,16.4,3,라멘교,B,DB-24,27,3,20,55506
비봉IC교(목포1),3,경기도,화성시,42.1,4.1,1,라멘교,B,DB-24,21,3,20,55506
비봉IC교(서울),3,경기도,화성시,42.1,15.7,3,라멘교,B,DB-24,27,3,20,55506
구포1교(목포0),기타,경기도,화성시,10,18.2,3,라멘교,B,DB-24,27,1,10,55506
구포1교(목포1),기타,경기도,화성시,10,5.6,1,라멘교,A,DB-24,12,1,10,55506
구포1교(서울),기타,경기도,화성시,10,22.3,3,라멘교,B,DB-24,27,1,10,55506
동화천교(목포0),2,경기도,화성시,151.7,15.7,3,PSCI거더교,B,DB-24,27,5,30.5,55506
동화천교(목포1),2,경기도,화성시,151.7,5.6,1,PSCI거더교,B,DB-24,12,5,30.5,55506
동화천교(서울0),2,경기도,화성시,151.7,15.7,3,PSCI거더교,B,DB-24,27,5,30.5,55506
동화천교(서울1),2,경기도,화성시,151.7,5.6,1,PSCI거더교,B,DB-24,12,5,30.5,55506
야목2교(목포0),2,경기도,화성시,272.5,15.7,3,PSCI거더교,B,DB-24,27,9,30.4,55506
야목2교(목포1),2,경기도,화성시,272.3,5.6,1,PSCI거더교,B,DB-24,13,9,30.4,55506
야목2교(서울0),2,경기도,화성시,272.5,15.7,3,PSCI거더교,B,DB-24,27,9,30.4,55506
야목2교(서울1),2,경기도,화성시,272.3,5.6,1,PSCI거더교,B,DB-24,12,9,30.4,55506
야목1교(목포0),3,경기도,화성시,90.7,15.7,3,PSCI거더교,B,DB-24,27,3,30.3,55506
야목1교(목포1),기타,경기도,화성시,90.8,5.6,1,PSCI거더교,B,DB-24,12,3,30.5,55506
야목1교(서울0),3,경기도,화성시,90.7,15.7,3,PSCI거더교,B,DB-24,27,3,30.3,55506
야목1교(서울1),3,경기도,화성시,90.8,5.6,1,PSCI거더교,B,DB-24,13,3,30.5,55506
매송IC교(목포),3,경기도,화성시,42.6,15.7,3,라멘교,B,DB-24,27,3,20.3,55506
매송IC교(서울),3,경기도,화성시,42.5,20.9,3,라멘교,B,DB-24,27,3,20.3,55506
송라3교(목포),2,경기도,화성시,121.2,12.1,2,PSCI거더교,B,DB-24,27,4,30.3,55506
송라3교(서울),2,경기도,화성시,121.2,12.1,2,PSCI거더교,B,DB-24,27,4,30.3,55506
송라2교,기타,경기도,화성시,17.2,30.6,4,라멘교,B,DB-24,27,1,17.2,55506
송라1교(목포),2,경기도,화성시,271.1,35.5,3,PSCI거더교,E,DB-24,27,9,30.1,58390
송라1교(서울),2,경기도,화성시,271.1,19.8,4,PSCI거더교,B,DB-24,27,9,30.1,58390
건건교(목포),1,경기도,안산시 상록구,265.3,16.1,3,강박스거더교,B,DB-24,27,5,55,58390
건건교(서울),1,경기도,안산시 상록구,265.3,16.1,3,강박스거더교,B,DB-24,27,5,55,58390
팔곡4교(목포0),3,경기도,안산시 상록구,30.1,16.1,3,PSCI거더교,B,DB-24,27,1,30.1,58390
팔곡4교(목포1),3,경기도,안산시 상록구,30.1,8.9,1,PSCI거더교,B,DB-24,27,1,30.1,58390
팔곡4교(서울),3,경기도,안산시 상록구,30.1,16.1,3,PSCI거더교,B,DB-24,27,1,30.1,58390
둔대육교,1,경기도,군포시,310.3,8.9,1,강박스거더교,B,DB-24,27,6,60,58390
